screen_name,id,created_at,text,contributors,is quote,favorite count,in reply to,in reply to id,retweet count,favorited
GiftofSage,904833293178294274,2017-09-04T22:27:22,@TheRickWilson Nothing is better than catching a Marine for being a violent extremist right now. @JBuggarauf,,False,0,TheRickWilson,19084896,0,False
GiftofSage,904833434916413440,2017-09-04T22:27:56,"@JeffUSAFAMMO @JoyAnnReid @NYCAntifa No, you might not understand what you are doing here.",,False,0,JeffUSAFAMMO,879857664716623872,0,False
GiftofSage,904833710008172547,2017-09-04T22:29:02,@fivefifths I'm getting this two days of death threats by a violent extremist thing down. @JBuggarauf,,False,0,fivefifths,36252186,0,False
GiftofSage,904834495571996673,2017-09-04T22:32:09,I am wholly and chronically depressed. But did you want to say something that matters? Or? Just more Wonder Woman j… https://t.co/81vApXkEBp,,True,0,,,0,False
GiftofSage,904834997663801344,2017-09-04T22:34:09,@BookTV @neiltyson Why is he so fucking cute?,,False,0,BookTV,60628575,0,False
GiftofSage,904835554348498945,2017-09-04T22:36:21,Maybe the best dog video I've every seen. (I speak KKK) https://t.co/S8ncZPY999,,True,0,,,0,False
GiftofSage,904835972185153538,2017-09-04T22:38:01,"Uh, ok. No. He made actual illegal threats over the course of two days. He literally said put down the clubs or I'l… https://t.co/rycb03DXCW",,True,0,,,1,False
GiftofSage,904836570246774785,2017-09-04T22:40:24,Nope. But your friend needs one bad. https://t.co/U4PXOK7t3q,,True,0,,,0,False
GiftofSage,904837028340260864,2017-09-04T22:42:13,I am genetically of evil itself and I love dumb ass violent extremists.,,False,0,,,0,False
GiftofSage,904839022677295106,2017-09-04T22:50:08,"You know, almost meeting @MarALagoAntifa in person wasn't enough, but catching a motherfucker on here in broad fucking daylight... unreal.",,False,0,,,0,False
GiftofSage,904839619371560961,2017-09-04T22:52:31,@politico Ya'll seriously. My 3-5 (white dudes) friends from middle school and I sat out the anthem at a Catholic H… https://t.co/iWyFae2iKY,,False,0,politico,9300262,0,False
GiftofSage,904839795335147521,2017-09-04T22:53:12,@JeffUSAFAMMO Nope. Your friend has made at least three illegal threats.,,False,0,JeffUSAFAMMO,879857664716623872,0,False
GiftofSage,904843884848656386,2017-09-04T23:09:27,"Uh, what are you doing here? I reported his ass to the F.B.I. https://t.co/gUrT4VU4vG",,True,0,,,0,False
GiftofSage,904844128042745856,2017-09-04T23:10:25,#legislateDACA motherfuckers @GOP,,False,0,,,0,False
GiftofSage,904845295544127489,2017-09-04T23:15:04,"@VICE Ya'll need to read @JBuggarauf making death threats that started on one of your threads, carried over to… https://t.co/fw6Uf2IhiT",,False,0,VICE,23818581,0,False
GiftofSage,904845560531779588,2017-09-04T23:16:07,@VICE @JBuggarauf @NYCAntifa He just keeps deleting them so they can't be reported. I tipped the F.B.I. I think you should too.,,False,0,GiftofSage,983294221,0,False
GiftofSage,904845667281055749,2017-09-04T23:16:32,@VICE I'm not asking Antifa to get involved with law enforcement.,,False,0,VICE,23818581,0,False
GiftofSage,904846311568101376,2017-09-04T23:19:06,"@JBuggarauf is a radical ideologue violent extremist, possibly a terrorist. @FBI Please look.",,False,0,JBuggarauf,879898081273159680,0,False
GiftofSage,904847765502660608,2017-09-04T23:24:53,You are almost as epic dumb as him. Did the government spray a poisonous and or unethical substance on you at any p… https://t.co/b9cdhslhMt,,True,0,,,0,False
GiftofSage,904853460734156800,2017-09-04T23:47:31,"@chrislhayes I hate to out nerd you like this, but you should look at this course. I took it. https://t.co/DyCevrc9lT It pretty good n hard.",,False,0,chrislhayes,4207961,0,False
GiftofSage,904859408311701504,2017-09-05T00:11:09,yeah right.... you are a pile of human feces who hates depressed people. Congrats on hitching your wagon to an extr… https://t.co/PmGS7e5qlh,,True,0,,,0,False
GiftofSage,904859679972610049,2017-09-05T00:12:13,@CohenDS It's High Mach political strategy.,,False,1,CohenDS,43382513,0,False
GiftofSage,904859907341549568,2017-09-05T00:13:08,Bleed an ocean for me to bath in. https://t.co/QJgmxSRFCs,,True,0,,,0,False
GiftofSage,904860696571240450,2017-09-05T00:16:16,@kaycee_345 @kpfallon Maybe the nicest Bey gif I've ever seen. Today is a day for gifs.,,False,0,kaycee_345,263959804,0,False
GiftofSage,904861554788765696,2017-09-05T00:19:40,Fuck yeah. When is Google pulling @FoxNews ? https://t.co/Do25Y7X2X5,,True,0,,,0,False
GiftofSage,904862432765542400,2017-09-05T00:23:10,Something that KJU is NOT bluffing on - letting a terrorist hijack a mini nuke for money... cyber maybe? We'll see.,,False,0,,,0,False
GiftofSage,904865741584916480,2017-09-05T00:36:19,We ain't even started yet. https://t.co/OFGgw4P7Vu,,True,0,,,0,False
JBuggarauf,904942264983552000,2017-09-05T05:40:23,@Harry1T6 @KurtSchlichter @TheDemocrats I don't think you'll get far suing a President for rescinding an executive order.,,False,1,Harry1T6,234548424,0,False
JBuggarauf,905082942417862657,2017-09-05T14:59:23,@sccduck @KimDotcom @rains6944 Cute - Let's approach this a bit more geopolitically.. Do you think China is going t… https://t.co/1uhnvk1t5r,,False,0,sccduck,292487680,0,False
JBuggarauf,905083672172232705,2017-09-05T15:02:17,"@sccduck @KimDotcom @rains6944 No, China will not - THEY will handle the Norks. If they defy China and try to follo… https://t.co/DUCfaOWV9G",,False,0,JBuggarauf,879898081273159680,1,False
JBuggarauf,905084909353439233,2017-09-05T15:07:12,@DRUDGE_REPORT Gosh - you mean Trump is keeping another campaign promise? That despicable cur needs to be impeached.,,False,2,DRUDGE_REPORT,14669951,0,False
JBuggarauf,905085410191097857,2017-09-05T15:09:12,"He's not aging well, is he? https://t.co/gIym8MKfpQ",,True,1,,,0,False
GiftofSage,905088521467305987,2017-09-05T15:21:33,I'm au natural. https://t.co/y6v0jX2E5d,,True,0,,,0,False
JBuggarauf,905089884200755200,2017-09-05T15:26:58,@OldMarine1 Mornin Guns.. get any on ya last night?,,False,0,OldMarine1,72350324,0,False
GiftofSage,905093174938492928,2017-09-05T15:40:03,"Oh, yeah? So, you get turned on by making fun of A's who catch former Marine violent extremists? https://t.co/wttF3UtQLX",,True,0,,,0,False
GiftofSage,905093577004503040,2017-09-05T15:41:39,@CohenDS They are going to try to legislate something more permanent. But who knows what they'll actually pass or do?,,False,1,CohenDS,43382513,0,False
GiftofSage,905094516482428931,2017-09-05T15:45:23,I wasn't asking to date you. https://t.co/y8SDlaGFOP,,True,0,,,0,False
GiftofSage,905095651033317376,2017-09-05T15:49:53,I need you to read the thread you defended and tell me you really agree with how your little friend behaved and wit… https://t.co/6pp0y7YvZu,,True,0,,,0,False
GiftofSage,905096485913718784,2017-09-05T15:53:12,@AriBerman @Demos_Org Not necessarily. But KKK violence is.,,False,0,AriBerman,15952856,0,False
GiftofSage,905096753208287233,2017-09-05T15:54:16,No. I just want you stand by your convictions and principles here so we can potentially meet in person for a date.… https://t.co/nPYDaWPxd2,,True,0,,,0,False
GiftofSage,905098206744338434,2017-09-05T16:00:03,"@JoyAnnReid Who can be considered 'targets' except undocs, Muslims, and BLM/Antifa as of yet? Oh, and Nazis aren't… https://t.co/IEnLH9rwpp",,False,0,JoyAnnReid,49698134,0,False
GiftofSage,905098619442913281,2017-09-05T16:01:41,@JeffUSAFAMMO Are you still drunk?,,False,0,JeffUSAFAMMO,879857664716623872,0,False
GiftofSage,905099138588606464,2017-09-05T16:03:45,"@KatTimpf Yeah just like Antifa includes violent extremists, gangs, and terrorists, which it doesn't. Oooh.",,False,0,KatTimpf,170861207,0,False
GiftofSage,905099378372866048,2017-09-05T16:04:42,@JeffUSAFAMMO I feel pretty good. Why don't you tell me you really do agree with your friend?,,False,0,JeffUSAFAMMO,879857664716623872,0,False
GiftofSage,905099961947316225,2017-09-05T16:07:01,"This dude still thinks he's woke, said Hillary never said 'super predator'. https://t.co/AsJlIc3VSH",,True,0,,,0,False
GiftofSage,905106691821363200,2017-09-05T16:33:46,@JeffUSAFAMMO Can you show me where it wasn't credible? Please tell me how I got this wrong and shouldn't have said anything.,,False,0,JeffUSAFAMMO,879857664716623872,0,False
GiftofSage,905107237194125312,2017-09-05T16:35:56,@thinkprogress @SpeakerRyan wants legislation.,,False,0,thinkprogress,55355654,0,False
GiftofSage,905109970152296448,2017-09-05T16:46:47,@realDonaldTrump I am not an emotional basket case like you are.,,False,0,realDonaldTrump,25073877,0,False
GiftofSage,905111624507428865,2017-09-05T16:53:22,@TheRoot That's the best photo of her I've ever seen.,,False,0,TheRoot,23995748,0,False
GiftofSage,905111747010465794,2017-09-05T16:53:51,@TheRoot That's really her right? I'm lost. I have autism. lol,,False,0,TheRoot,23995748,0,False
JBuggarauf,905114526751760385,2017-09-05T17:04:54,"@Alyssa_Milano Sorry, but you don't get your own day, bitch",,False,0,Alyssa_Milano,26642006,0,False
JBuggarauf,905115283588657154,2017-09-05T17:07:54,"They can threaten all they want, but no court will entertain a challenge of  rescission of a temporary executive or… https://t.co/bmQGod9NDZ",,True,0,,,0,False
GiftofSage,905116847590264832,2017-09-05T17:14:07,@BLiantii @TheRoot I really thought something happened to her and I don't always see faces the right way. Really. I… https://t.co/j3tD9WSPDi,,False,0,BLiantii,3122642116,0,False
GiftofSage,905117200712859648,2017-09-05T17:15:31,"@KatiePavlich And you are still in favor of a round up or growth? You can't have both, but you can if you are in favor of a round up.",,False,0,KatiePavlich,48459553,0,False
JBuggarauf,905117295470448640,2017-09-05T17:15:54,I want to know who cares about the dreams of the legal kids who are displaced in school and jobs by illegal DACA ki… https://t.co/RhtUU3dFfc,,True,2,,,0,False
GiftofSage,905117827757199360,2017-09-05T17:18:01,And that was a whole conversation in a context. Are you still asking me out? https://t.co/eaX00UR6CE,,True,0,,,0,False
GiftofSage,905118255114850304,2017-09-05T17:19:42,And you think I am a violent extremist? And not your friend? https://t.co/JhFUnY04Ox,,True,0,,,0,False
JBuggarauf,905118779687845888,2017-09-05T17:21:48,"Hasta La Bye Bye, Ricardo Cranium.. https://t.co/Xi3GltQ7XG",,True,0,,,0,False
GiftofSage,905118979445940224,2017-09-05T17:22:35,I'm a male brained autistic person. My mother told me I was a pretty much a man when I was a little girl. https://t.co/SfEVxTyIQ0,,True,0,,,0,False
JBuggarauf,905119578698670080,2017-09-05T17:24:58,@RealJamesWoods @Stanch247 And those are just the domestic accomplishments...,,False,1,RealJamesWoods,78523300,0,False
GiftofSage,905120066294906880,2017-09-05T17:26:54,kk https://t.co/xzPf0tU9IR,,True,0,,,0,False
JBuggarauf,905120440321949696,2017-09-05T17:28:23,"@kausmickey @AnnCoulter Why? Simple, Trump isn't just another ""The buck? It went that way --&gt; "" President.",,False,0,kausmickey,30534986,0,False
JBuggarauf,905121161142386688,2017-09-05T17:31:15,@thefourblackbar @DrMikeSimpson I understand that Trombonist is an elite assignment in the Army. Everything else su… https://t.co/TCaFBceijp,,False,0,thefourblackbar,187723853,0,False
JBuggarauf,905122476543397890,2017-09-05T17:36:29,"@DrMikeSimpson Just for the record (pun intended) many military service records are ""incomplete"" either by intent o… https://t.co/2y1UgRyVHs",,False,0,DrMikeSimpson,2834498138,0,False
JBuggarauf,905123318654582784,2017-09-05T17:39:50,"@DrMikeSimpson 2 - took 3 years with VA to prove where I was stationed, 1-1/2 to prove the place existed, 1-1/2 to… https://t.co/WTzHtpQZit",,False,0,JBuggarauf,879898081273159680,0,False
JBuggarauf,905124883058761728,2017-09-05T17:46:03,"Would be interesting to learn what unique Hep A strain is in San Diego, and where else on the planet that strain ex… https://t.co/2L73FhrXS7",,True,0,,,0,False
JBuggarauf,905125177775726592,2017-09-05T17:47:13,I see Hillary is now blaming Bernie Sanders for her loss. Eventually they all eat their own.,,False,0,,,0,False
GiftofSage,905126111151095811,2017-09-05T17:50:55,@realDonaldTrump said if you are so far as crossing the street near Antifa that you deserve to take partial blame for a Nazi terror attack.,,False,0,realDonaldTrump,25073877,0,False
GiftofSage,905126839701692417,2017-09-05T17:53:49,#blameonbothsides for the protests outside right now.,,False,0,,,0,False
GiftofSage,905127072472981504,2017-09-05T17:54:45,Ya'll there is pink chocolate. https://t.co/ubjQjSGf6n,,True,0,,,0,False
GiftofSage,905127540272058368,2017-09-05T17:56:36,@DLoesch There's a difference between the media (news and commentary) and the free press (press rights).,,False,0,DLoesch,7702542,0,False
GiftofSage,905129444540592129,2017-09-05T18:04:10,And there's a deliberate effort by some media to ignore their own fact checking and pretend they should only do it… https://t.co/eV0IvK6sUr,,True,0,,,0,False
GiftofSage,905129827107315716,2017-09-05T18:05:41,"My stepdad once sexually assaulted me and then stole my diary. He's a White Supremacist named Bryon Zafft in Brookings, SD.",,False,0,,,0,False
GiftofSage,905129993323368448,2017-09-05T18:06:21,He is a former military police officer.,,False,0,GiftofSage,983294221,0,False
GiftofSage,905130264761954305,2017-09-05T18:07:26,I love it. https://t.co/r5HAUKlIRA,,True,0,,,0,False
GiftofSage,905131410658295811,2017-09-05T18:11:59,I'll never forget Mark Steyn calling @DLoesch Head Face,,False,0,,,0,False
GiftofSage,905153289934733312,2017-09-05T19:38:55,"https://t.co/PpDYbnaMik

Goth Doom",,False,0,,,0,False
GiftofSage,905157439355531265,2017-09-05T19:55:25,"Hey, #MSM buy a Slingshot Organizer and roll like an Anarchist. See for yourself.
https://t.co/MkSy2Qo0Bz",,False,0,,,0,False
GiftofSage,905162363371958274,2017-09-05T20:14:59,@AriMelber Did you get the data from the violent extremist I caught? @JBuggarauf Waiting for something to happen. It was extreme threats.,,False,0,AriMelber,15441965,0,False
GiftofSage,905169842168266754,2017-09-05T20:44:42,@WSJ Love it.,,False,0,WSJ,3108351,0,False
GiftofSage,905170337213632516,2017-09-05T20:46:40,I really need help. https://t.co/st4SYY124Q,,True,0,,,0,False
GiftofSage,905170962869518336,2017-09-05T20:49:09,This is making the day better. LOL https://t.co/QLpTTzkqpR,,True,0,,,0,False
GiftofSage,905171281502457856,2017-09-05T20:50:25,@RealTimers Your website is throwing a 500.,,False,0,RealTimers,455288410,0,False
GiftofSage,905171699850674176,2017-09-05T20:52:05,Aren't these the guys in black clothes and bandannas that are a 'group'? Should they be identified by their clothin… https://t.co/NyG1kScP6c,,True,0,,,0,False
GiftofSage,905173740715212804,2017-09-05T21:00:11,@theblaze I love this idea more than a safe space. I think everyone should be allowed to cheer up with petting a do… https://t.co/sIkY4DyNkW,,False,0,theblaze,10774652,0,False
GiftofSage,905175077586644994,2017-09-05T21:05:30,Bingo. https://t.co/Yqsk1pxRbU,,True,0,,,0,False
GiftofSage,905175390754406404,2017-09-05T21:06:45,@MailOnline Sounds like the police just can't keep people safe.,,False,0,MailOnline,15438913,0,False
JBuggarauf,905198164549951488,2017-09-05T22:37:14,@DRUDGE_REPORT Kelly would have Gutierrez back on the Mexican side of the border doing 'bends and motherf'rs' until Trump got tired.,,False,0,DRUDGE_REPORT,14669951,0,False
JBuggarauf,905199433117196288,2017-09-05T22:42:17,"If you want to get a message to Americans, you'll do better if you say it in English. https://t.co/zSECuPhxf4",,True,0,,,0,False
GiftofSage,905203120875163648,2017-09-05T22:56:56,@EdJoyce @adirado29 @Amy_Siskind I love the idea of A's doing this with BLM,,False,0,EdJoyce,73452506,0,False
GiftofSage,905203181940039681,2017-09-05T22:57:11,@EdJoyce @adirado29 @Amy_Siskind Forming words with bodies and photographing.,,False,0,EdJoyce,73452506,0,False
JBuggarauf,905226455482744832,2017-09-06T00:29:39,I can't imagine how it would work otherwise.There's not enough secret service to assign to Kaine's kid to keep Anti… https://t.co/gOKe28iTGW,,True,1,,,2,False
JBuggarauf,905226759523598336,2017-09-06T00:30:52,"@DRUDGE_REPORT Someone pass the popcorn, this should be good..",,False,1,DRUDGE_REPORT,14669951,0,False
JBuggarauf,905227858527657984,2017-09-06T00:35:14,"@DRUDGE_REPORT Pssst, Cher, while they may send you a commendation letter, ICE will not reimburse you for running a… https://t.co/EkMDJLI5mI",,False,1,JBuggarauf,879898081273159680,0,False
JBuggarauf,905228201600868353,2017-09-06T00:36:36,@rharrisonfries @JimW_in_NM That 16 on a fast track back to the motherland.,,False,1,rharrisonfries,3153844428,0,False
JBuggarauf,905229332972421120,2017-09-06T00:41:05,"@gabrielmalor @Magabitchez1231 However, would be lawful only if it were passed by Congress. The President can't mak… https://t.co/90vGEhs5Yi",,False,0,gabrielmalor,24212955,0,False
JBuggarauf,905229519786729472,2017-09-06T00:41:50,@joshgerstein @Magabitchez1231 I can hear the teeth grinding all the way up here..,,False,0,joshgerstein,64916983,0,False
JBuggarauf,905230618367102976,2017-09-06T00:46:12,"@MattFriedmanNJ Prosecutors asked for a minor addition: ""But that's not what was happening here"".",,False,0,MattFriedmanNJ,242939330,0,False
JBuggarauf,905231214776262656,2017-09-06T00:48:34,"@KTHopkins @Magabitchez1231 I'm completing my ""Top Relevant Magazines"" list for 2017. GQ isn't on it.",,False,1,KTHopkins,21439144,0,False
GiftofSage,905231282027864065,2017-09-06T00:48:50,"https://t.co/8z9GEad7EZ

For those that don't know - Chumbawamba are massive Anarchists. #MSM",,False,0,,,0,False
JBuggarauf,905234003657072640,2017-09-06T00:59:39,"@zerohedge Like drinkin, one is OK, two is too much and three ain't enough.
(Shoulda stopped at 2 like I said after… https://t.co/rkkh1iTup3",,False,0,zerohedge,18856867,0,False
JBuggarauf,905234599524974592,2017-09-06T01:02:01,"@DRUDGE_REPORT Through all the smoke? That's the Sun, people..",,False,1,DRUDGE_REPORT,14669951,0,False
JBuggarauf,905235763981197313,2017-09-06T01:06:39,"RT @JackPosobiec: I'm old enough to remember the last time Democrats showed their ""compassion"" to Dreamers https://t.co/fpNhoGyv0k",,False,0,,,4505,False
GiftofSage,905245318899531778,2017-09-06T01:44:37,"A reminder to the #MSM that Partial-Birth Abortion is U.S. Code legal jargon. 
https://t.co/dPBB2EJTX7",,False,0,,,0,False
GiftofSage,905246293454462976,2017-09-06T01:48:29,Awesome https://t.co/7vk1yrNr50,,True,0,,,0,False
GiftofSage,905252887202291714,2017-09-06T02:14:41,"https://t.co/h6Rtv7hwcD

The penguin just made me tear up.",,False,0,,,0,False
GiftofSage,905254795665080321,2017-09-06T02:22:16,@KisanetBeyene77 @Quillette I really like Molly. But I don't do it regularly and wish I could get it as medicine. I… https://t.co/3foyS3QJyQ,,False,0,KisanetBeyene77,789352881967263745,0,False
GiftofSage,905255072560533504,2017-09-06T02:23:22,"I'll be honest, I haven't read it yet. https://t.co/6pbIUVbt6B",,True,0,,,0,False
GiftofSage,905257974222004224,2017-09-06T02:34:54,"@clairlemon @QuilletteM I can't take SSRIs - something in my brain changed on Zoloft and now I don't sleep on them,… https://t.co/hG0Y8zRMX0",,False,0,clairlemon,1398479138,0,False
GiftofSage,905258473243455488,2017-09-06T02:36:53,@clairlemon @QuilletteM On Zoloft I stopped being able to sleep and then after SEVERAL days I started believing I w… https://t.co/Yt2eKFMJvd,,False,0,clairlemon,1398479138,0,False
GiftofSage,905258990715772929,2017-09-06T02:38:56,@clairlemon @QuilletteM It was like I was calmly laying there with my eyes open all night seeing from inside my body.,,False,0,clairlemon,1398479138,0,False
GiftofSage,905259168151560192,2017-09-06T02:39:39,@clairlemon @QuilletteM I wore the cap all night and I could feel it during the experiment.,,False,0,clairlemon,1398479138,0,False
GiftofSage,905259690510209024,2017-09-06T02:41:43,@clairlemon @QuilletteM I've also received EMDR therapy and recovered from a neurosis of a recovered blocked memory stored in my eyes.,,False,0,clairlemon,1398479138,0,False
GiftofSage,905261729109684226,2017-09-06T02:49:49,"https://t.co/jXyY1NHuDw

What @JBuggarauf did was a textbook violent extremist threat.",,False,0,,,0,False
GiftofSage,905273702350192642,2017-09-06T03:37:24,"I'm not watching t.v. at all now. Bye, #MSM You're welcome for the violent extremist I caught.",,False,0,,,0,False
GiftofSage,905302501901180932,2017-09-06T05:31:50,#slingshotnews Should keep a head's up for analysis on the Marine violent extremist.,,False,0,,,0,False
JBuggarauf,905448225053696000,2017-09-06T15:10:53,"@iowahawkblog @Microsoft David, go easy.. he admitted he wasn't a scientist.. https://t.co/HjgCPeivrq",,False,0,iowahawkblog,149913262,0,False
JBuggarauf,905448698947149824,2017-09-06T15:12:46,"@OldMarine1 ..but mostly blows hot air..

(Mornin' Guns..)",,False,0,OldMarine1,72350324,0,False
JBuggarauf,905450494402760705,2017-09-06T15:19:54,"And there's a legal way to get the ""paper"". See US Code passed by Congress.
(Damn democrats think legal is anything… https://t.co/4eODgmrE7M",,True,0,,,0,False
JBuggarauf,905451950212210688,2017-09-06T15:25:42,@SethAMandel @JimW_in_NM With a big enough shovel and sufficient synthetic earth Obama's minions can cover up anything.,,False,1,SethAMandel,150281740,0,False
JBuggarauf,905453033038815233,2017-09-06T15:30:00,@rharrisonfries @JimW_in_NM Maybe not - NYPD is refusing to fingerprint the perps so as not to jeopardize their Dreamer status.,,False,1,JBuggarauf,879898081273159680,1,False
JBuggarauf,905453854342258689,2017-09-06T15:33:16,"@GiftofSage @AriMelber I'm not paying rent for living in your head, but it's nice to know you're still thinking abo… https://t.co/4vQ9N5PGPY",,False,0,GiftofSage,983294221,0,False
GiftofSage,905454837839654914,2017-09-06T15:37:10,You're the best violent extremist on @Twitter https://t.co/rvnG7zV5X7,,True,0,,,0,False
GiftofSage,905455561122177024,2017-09-06T15:40:02,"@jwillia2 @lithub Violent extremist and possible terrorist, @JBuggarauf wants you to read his deleted death threats… https://t.co/scXmXxRfrz",,False,0,jwillia2,276051935,0,False
JBuggarauf,905455851695104000,2017-09-06T15:41:12,Nice of them to demonstrate their capabilities and tactics ahead of time. https://t.co/ct8JVfnUfL,,True,0,,,0,False
GiftofSage,905455876147781634,2017-09-06T15:41:18,"@jwillia2 @lithub I'm not making shit up, he's the first Marine violent extremist. Used real threats of lethality w… https://t.co/AZDjHzU8Rd",,False,0,jwillia2,276051935,0,False
GiftofSage,905456096726458368,2017-09-06T15:42:10,@jwillia2 @lithub I can't stress enough that I am not the fucking one that uses hyperbole. I am dead ASS. Can't mak… https://t.co/9IHmqCwfb7,,False,0,jwillia2,276051935,0,False
GiftofSage,905456201458229248,2017-09-06T15:42:35,@jwillia2 @lithub Download his shit and tell your friends.,,False,0,jwillia2,276051935,0,False
JBuggarauf,905456462389952513,2017-09-06T15:43:37,@GiftofSage @jwillia2 @lithub Nothing has been deleted. I want to make it as easy for you to review and remember as… https://t.co/XeSeZaZVxp,,False,0,GiftofSage,983294221,0,False
GiftofSage,905456697577230336,2017-09-06T15:44:33,You know Twitter has a developer API and I have a CSV of your last 3200 or so tweets cus they aren't deleted when y… https://t.co/9qdaXcEsGJ,,True,0,,,0,False
JBuggarauf,905456797598621697,2017-09-06T15:44:57,"@RyanMaue @JimW_in_NM @IngrahamAngle @SecretaryCarson Well, that's one of 4 possibilities..",,False,0,RyanMaue,16117029,0,False
GiftofSage,905456935884947456,2017-09-06T15:45:30,Do you need to see your own data to make this real? I have every threat you made downloaded with all relevant data… https://t.co/v2xl2LoTHp,,True,0,,,0,False
GiftofSage,905457018315710464,2017-09-06T15:45:50,"You are going to fucking jail, asshole. https://t.co/g2PRmK0Dr0",,True,0,,,0,False
GiftofSage,905457275699167235,2017-09-06T15:46:51,@brokeymcpoverty That's nasty.,,False,0,brokeymcpoverty,15932715,0,False
GiftofSage,905457395555557377,2017-09-06T15:47:20,@VICE Play Magic in college @wizards_magic,,False,0,VICE,23818581,0,False
JBuggarauf,905457829393317888,2017-09-06T15:49:03,"If you have to be a citizen to vote, and to be naturalized as a citizen you need to speak english, why are our ball… https://t.co/0wEa9riFxG",,True,0,,,0,False
GiftofSage,905458242242965504,2017-09-06T15:50:42,"@CornelWest Dr., read some death threats made by a Marine violent extremist. I'm merging tweets today, will post later. #Antifa save lives",,False,0,CornelWest,36743910,0,False
GiftofSage,905459231184359425,2017-09-06T15:54:37,deserving https://t.co/wYJlns6xqz,,True,0,,,0,False
GiftofSage,905460825015627777,2017-09-06T16:00:57,But we don't even have @judaspriest in the Hall of Fame yet.,,False,0,GiftofSage,983294221,0,False
GiftofSage,905461424352309249,2017-09-06T16:03:20,"@LotusOak @andrewmorrisuk I hate to be the one, but medical cannabis.",,False,0,LotusOak,424711422,0,False
GiftofSage,905461749268324352,2017-09-06T16:04:38,@VICE An epic wave of Anarchists.,,False,0,VICE,23818581,0,False
GiftofSage,905462124230660099,2017-09-06T16:06:07,@TimeOutLondon I need Dunkin' / Baskin' to do a vegan one.,,False,0,TimeOutLondon,22906929,0,False
GiftofSage,905462477751758850,2017-09-06T16:07:32,@FortuneMagazine Partially because the president blamed the population for a terror attack just recently.,,False,0,FortuneMagazine,25053299,0,False
JBuggarauf,905462775400374273,2017-09-06T16:08:42,"@DRUDGE_REPORT Um, check the Zoo? Probably took the express bus down HWY 75 and got off  at the Stockbridge park an… https://t.co/7Yat6W1Q2D",,False,1,DRUDGE_REPORT,14669951,0,False
GiftofSage,905463541108424704,2017-09-06T16:11:45,Kim's doctor had to reach his arm inside her and scrape her placenta with his fingernails. True story below. https://t.co/89pJBhgOMA,,True,0,,,0,False
JBuggarauf,905463614458413056,2017-09-06T16:12:03,"@GiftofSage Rent free..  (Thanks for playing, you are fun..I haven't laughed this much since the bug-zapper broke)",,False,0,GiftofSage,983294221,0,False
JBuggarauf,905464152512008192,2017-09-06T16:14:11,"Man, have I got this antifa weenie going hard or what? Told it I'd respond to violence with violence and it can't h… https://t.co/RFSE3fA1hD",,True,1,,,0,False
JBuggarauf,905465065360338949,2017-09-06T16:17:48,"I'll bet an apple fritter in 5 years people will be saying ""Oh yea, I think I remember them.."" https://t.co/3YgOpHt9S6",,True,1,,,0,False
JBuggarauf,905466487212621825,2017-09-06T16:23:27,@DRUDGE_REPORT Interesting concept: Honoring people based on who did or didn't own them.,,False,0,DRUDGE_REPORT,14669951,0,False
JBuggarauf,905468108441128960,2017-09-06T16:29:54,Deja Vu all over again.. https://t.co/TUXwAnGztH,,True,1,,,0,False
JBuggarauf,905468325945212930,2017-09-06T16:30:46,@Harry1T6 @KurtSchlichter @TheDemocrats Like shit through a goose..,,False,0,Harry1T6,234548424,0,False
JBuggarauf,905472347716558854,2017-09-06T16:46:45,"Don't throw logic into this, you'll completely fuck up the narrative.. https://t.co/dTZ77zjWnN",,True,0,,,0,False
GiftofSage,905473441637298176,2017-09-06T16:51:06,"@EboniKWilliams I need you to tell a former Marine to call his fucking lawyer and stop tweeting, he's making death threats involving intim",,False,0,EboniKWilliams,396704627,0,False
JBuggarauf,905473508582424576,2017-09-06T16:51:21,Pretty much sums it up.. (the death screams are the loudest..) https://t.co/ONu4MjevJC,,True,0,,,0,False
GiftofSage,905473861281394688,2017-09-06T16:52:46,"@EboniKWilliams his handle is @JBuggarauf 
He just won't stop threatening to shoot protesters. Read his data. He's even pretending not del'd",,False,0,EboniKWilliams,396704627,0,False
GiftofSage,905474133433208832,2017-09-06T16:53:50,You aren't a target. You are threatening to shoot both sides of a fight not involving you. https://t.co/4lHTTHy9Ka,,True,0,,,0,False
JBuggarauf,905474143428108288,2017-09-06T16:53:53,@zerohedge Anyone who thought otherwise please stop watching the MSM..,,False,0,zerohedge,18856867,0,False
JBuggarauf,905475879387619328,2017-09-06T17:00:47,@GiftofSage Everyone is your fucking target. And I don't stand by and watch assaults.,,False,0,GiftofSage,983294221,0,False
JBuggarauf,905477241995386880,2017-09-06T17:06:12,@MastaKace @CebuSalute @BarackObama Secret Service: Why do you come here every day asking to see Obama? He's not pr… https://t.co/h9liDrpFUq,,False,2,MastaKace,77720897,0,False
JBuggarauf,905478065437892608,2017-09-06T17:09:28,@xmssweetnessx @seymourbutz12 I just wish this was Constitutional too.,,False,1,xmssweetnessx,1345577744,0,False
GiftofSage,905478165539291138,2017-09-06T17:09:52,"Not true. I've never hit anyone at a protest. You are making threats via intimidation, not us. Find any one of us m… https://t.co/IAPD1E9dqf",,True,0,,,0,False
